QUERY_SNP	GWAS_SNP	GWAS_TRAIT	GWAS_STUDY	EQTL_CELL_TYPE	EQTL_GENE_NAME	EQTL_CELL_count
rs6810107	rs2034870	COVID-19 (severe vs population)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	Natural Killer Cell	AC069277.2	1
rs7432233	rs59803194	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Naive/Central memory T cell	RP11-77P16.4	1
rs9834048	rs2034870	COVID-19 (severe vs population)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	Natural Killer Cell	AC069277.2	1
rs9870079	rs2034870	COVID-19 (severe vs population)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	Natural Killer Cell	AC069277.2	1
rs11721624	rs78740643	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	ANTXR2	1
rs11721624	rs77331798	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	ANTXR2	1
rs11721624	rs10027407	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	ANTXR2	1
rs11721624	rs11098983	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	ANTXR2	1
rs11721624	rs76275007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	ANTXR2	1
rs6814602	rs13134168	COVID-19 (severe vs non-severe with positive test)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	Naïve/Immature B Cell	MAML3	1
rs9637624	rs9760422	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	C4orf3	1
rs13176348	rs2269821	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Natural Killer Cell	C5orf56	1
rs13176348	rs4143335	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Natural Killer Cell	C5orf56	1
rs2269821	rs2269821	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Natural Killer Cell	IRF1	1
rs2269821	rs4143335	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Natural Killer Cell	IRF1	1
rs35377719	rs2269821	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD8 Effector memory	C5orf56	1
rs35377719	rs4143335	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD8 Effector memory	C5orf56	1
rs35426692	rs2269821	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD8 Effector memory	IRF1	1
rs35426692	rs4143335	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD8 Effector memory	IRF1	1
rs4867360	rs4867360	Mortality in COVID-19	Genetic variants are identified to increase risk of COVID-19 related mortality from UK Biobank data.	CD4 Naive/Central memory T cell	ZFR	1
rs1029237	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	TCF19	2
rs1029237	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Non-classic Monocyte	TCF19	2
rs1040803	rs7752672	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	HDDC2	1
rs10946917	rs2092121	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Recruiting Cell	HIST1H2BN	1
rs10946917	rs2092122	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Recruiting Cell	HIST1H2BN	1
rs10946917	rs1883216	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Recruiting Cell	HIST1H2BN	1
rs10946917	rs7743465	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Recruiting Cell	HIST1H2BN	1
rs10946917	rs7748366	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Recruiting Cell	HIST1H2BN	1
rs10946917	rs10946920	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Recruiting Cell	HIST1H2BN	1
rs11155699	rs73001674	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	CD8 S100B T cell	PPIL4	1
rs112420503	rs111837807	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	TCF19	1
rs112420503	rs111837807	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	TCF19	1
rs112420503	rs111837807	SARS-CoV-2 infection	A first update on mapping the human genetic architecture of COVID-19.	CD4 Naive/Central memory T cell	TCF19	1
rs112420503	rs111837807	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	TCF19	1
rs112420503	rs111837807	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	CD4 Naive/Central memory T cell	TCF19	1
rs112420503	rs143334143	COVID-19 (critical illness vs population)	Genetic mechanisms of critical illness in Covid-19.	CD4 Naive/Central memory T cell	TCF19	1
rs112420503	rs143334143	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	TCF19	1
rs112420503	rs143334143	COVID-19 with respiratory failure requiring mechanical ventilation	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	CD4 Naive/Central memory T cell	TCF19	1
rs1267941	rs666046	COVID-19 (hospitalized vs not hospitalized)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	CD4 Naive/Central memory T cell	SERINC1	1
rs13194768	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	TCF19	2
rs13194768	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Non-classic Monocyte	TCF19	2
rs13220817	rs13220817	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	ZNF391	1
rs13220817	rs13220817	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Plasma Cell	HIST1H2AJ	1
rs1612904	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Memory B Cell	HCG25	1
rs17194607	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	HCG27	1
rs1883403	rs13220817	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Plasma Cell	HIST1H2AJ	1
rs2239530	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	TCF19	2
rs2239530	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Non-classic Monocyte	TCF19	2
rs2275623	rs7752672	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Effector memory	HDDC2	1
rs2285795	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Non-classic Monocyte	NRM	1
rs2325258	rs207270	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 S100B T cell	MAP3K7	1
rs2516401	rs2246871	COVID-19 (hospitalized vs not hospitalized)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	CD4 Effector memory/TEMRA	MSH5	1
rs2516401	rs2246871	COVID-19 (hospitalized vs population)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	CD4 Effector memory/TEMRA	MSH5	1
rs2516401	rs2246871	COVID-19 (hospitalized vs tested, not hospitalized)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	CD4 Effector memory/TEMRA	MSH5	1
rs2516479	rs2071590	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	POU5F1	1
rs2517520	rs2517523	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 S100B T cell	ZNRD1-AS1	1
rs2517606	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD8 S100B T cell	HCG27	2
rs2517606	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	HCG27	2
rs2517607	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD8 S100B T cell	HCG27	2
rs2517607	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	HCG27	2
rs2517653	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD4 Naive/Central memory T cell	TRIM31	1
rs2523500	rs2071590	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Effector memory/TEMRA	PRRT1	1
rs2523890	rs2517523	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Non-classic Monocyte	RPP21	1
rs2647040	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 SOX4 T cell	DXO	1
rs2647040	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Memory B Cell	HCG25	1
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD4 Naive/Central memory T cell	HLA-DRB5	4
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Memory B Cell	HLA-DRB5	4
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Naïve/Immature B Cell	HLA-DRB5	4
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD8 Effector memory	HLA-DRB5	4
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD4 Naive/Central memory T cell	HLA-DRB5	4
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Memory B Cell	HLA-DRB5	4
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Naïve/Immature B Cell	HLA-DRB5	4
rs28366319	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD8 Effector memory	HLA-DRB5	4
rs2844775	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD8 S100B T cell	HCG27	1
rs2856723	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	VWA7	1
rs2856723	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 SOX4 T cell	DXO	1
rs2858310	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 SOX4 T cell	DXO	1
rs2894221	rs2894221	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Dendritic Cell	ATAT1	1
rs3129721	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Memory B Cell	HCG25	1
rs35095850	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Plasma Cell	HLA-DRB5	1
rs35095850	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Plasma Cell	HLA-DRB5	1
rs4713589	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 SOX4 T cell	DXO	1
rs6913166	rs13220817	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Plasma Cell	HIST1H2AJ	1
rs72853130	rs111837807	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	CCHCR1	1
rs72853130	rs111837807	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	CCHCR1	1
rs72853130	rs111837807	SARS-CoV-2 infection	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	CCHCR1	1
rs72853130	rs111837807	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Classic Monocyte	CCHCR1	1
rs72853130	rs111837807	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Classic Monocyte	CCHCR1	1
rs72853130	rs143334143	COVID-19 (critical illness vs population)	Genetic mechanisms of critical illness in Covid-19.	Classic Monocyte	CCHCR1	1
rs72853130	rs143334143	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Classic Monocyte	CCHCR1	1
rs72853130	rs143334143	COVID-19 with respiratory failure requiring mechanical ventilation	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	Classic Monocyte	CCHCR1	1
rs72861369	rs111837807	COVID-19 (hospitalized vs population)	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	CCHCR1	1
rs72861369	rs111837807	COVID-19 (critical illness vs population)	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	CCHCR1	1
rs72861369	rs111837807	SARS-CoV-2 infection	A first update on mapping the human genetic architecture of COVID-19.	Classic Monocyte	CCHCR1	1
rs72861369	rs111837807	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Classic Monocyte	CCHCR1	1
rs72861369	rs111837807	COVID-19 severity	Genetic risk factors and COVID-19 severity in Brazil: results from BRACOVID study.	Classic Monocyte	CCHCR1	1
rs72861369	rs143334143	COVID-19 (critical illness vs population)	Genetic mechanisms of critical illness in Covid-19.	Classic Monocyte	CCHCR1	1
rs72861369	rs143334143	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Classic Monocyte	CCHCR1	1
rs72861369	rs143334143	COVID-19 with respiratory failure requiring mechanical ventilation	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	Classic Monocyte	CCHCR1	1
rs72867695	rs2071351	SARS-CoV-2 infection	A first update on mapping the human genetic architecture of COVID-19.	Non-classic Monocyte	HLA-DPB1	1
rs72867695	rs2071351	SARS-CoV-2 infection	A first update on mapping the human genetic architecture of COVID-19.	Non-classic Monocyte	HLA-DRB1	1
rs764284	rs13220817	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Plasma Cell	HIST1H2AJ	1
rs7752672	rs7752672	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	HDDC2	1
rs7843	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	TCF19	1
rs9261433	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Naïve/Immature B Cell	ZFP57	1
rs9261503	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD4 Naive/Central memory T cell	TRIM31	1
rs9261519	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD4 Naive/Central memory T cell	TRIM31	1
rs9261524	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD4 Naive/Central memory T cell	TRIM31	1
rs9261535	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Non-classic Monocyte	TCF19	1
rs9262515	rs9262508	COVID-19 (severe vs non-severe with positive test)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	CD4 Effector memory/TEMRA	PRRC2A	1
rs9262515	rs9262508	COVID-19 (severe vs non-severe with positive test)	A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.	CD4 Effector memory/TEMRA	PRRC2A	1
rs9262625	rs2517523	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 S100B T cell	ZNRD1-AS1	1
rs9262625	rs2517523	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Naive/Central memory T cell	LY6G5B	1
rs9262628	rs2517523	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 S100B T cell	ZNRD1-AS1	1
rs9268846	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD4 SOX4 T cell	VARS	1
rs9268846	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD4 SOX4 T cell	VARS	1
rs9271411	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD8 Naive/Central memory T cell	HLA-DRB5	1
rs9271411	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	CD8 Naive/Central memory T cell	HLA-DRB5	1
rs9271503	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Dendritic Cell	GPSM3	1
rs9271503	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Dendritic Cell	GPSM3	1
rs9272492	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Classic Monocyte	HLA-DRB1	1
rs9272492	rs9271609	COVID-19 (critical illness vs population or mild symptoms)	Whole genome sequencing reveals host factors underlying critical Covid-19.	Classic Monocyte	HLA-DRB1	1
rs9275109	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	VWA7	1
rs9275109	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Memory B Cell	HCG25	1
rs9275596	rs2858305	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	Memory B Cell	HCG25	1
rs9357094	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Natural Killer Cell	HCG27	2
rs9357094	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	HCG27	2
rs9380159	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	HCG27	1
rs9393813	rs13220817	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Plasma Cell	HIST1H2AJ	1
rs9469325	rs2071351	SARS-CoV-2 infection	A first update on mapping the human genetic architecture of COVID-19.	Memory B Cell	HLA-DPA1	2
rs9469325	rs2071351	SARS-CoV-2 infection	A first update on mapping the human genetic architecture of COVID-19.	Naïve/Immature B Cell	HLA-DPA1	2
rs9501257	rs9501257	COVID-19 with respiratory failure requiring mechanical ventilation	Detailed stratified GWAS analysis for severe COVID-19 in four European populations.	CD8 Effector memory	HLA-DPA1	1
rs957765	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	CD8 Effector memory	POU5F1	1
rs957765	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Classic Monocyte	TCF19	2
rs957765	rs9261521	COVID-19 (critical illness vs population)	A genetic variant in IL-6 lowering its expression is protective for critical patients with COVID-19.	Non-classic Monocyte	TCF19	2
rs10808245	rs10808245	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Memory B Cell	RP11-138A9.1	1
rs11766326	rs214456	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	IMMP2L	1
rs11766326	rs214468	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	IMMP2L	1
rs11766326	rs37735	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	IMMP2L	1
rs11766326	rs253373	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	IMMP2L	1
rs11766326	rs37667	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	IMMP2L	1
rs11766326	rs4141271	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	IMMP2L	1
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	CD4 Naive/Central memory T cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	CD4 SOX4 T cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	Natural Killer Recruiting Cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	CD8 S100B T cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	Memory B Cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	CD4 Effector memory/TEMRA	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	Naïve/Immature B Cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	CD8 Effector memory	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	CD8 Naive/Central memory T cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	Natural Killer Cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	Classic Monocyte	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	Dendritic Cell	TOMM7	13
rs2240728	rs4719715	COVID-19 (hospitalized covid vs population)	Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.	Non-classic Monocyte	TOMM7	13
rs2293750	rs10808245	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	RP11-138A9.1	1
rs40372	rs214456	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	IMMP2L	1
rs40372	rs214468	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	IMMP2L	1
rs40372	rs37735	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	IMMP2L	1
rs40372	rs253373	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	IMMP2L	1
rs40372	rs37667	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	IMMP2L	1
