Mode	Cell	Chr	Gene	SNP	SNP_TSS	maf	pq_val	slope	slope_se
cis-independent	cMono	1	ENSG00000177868	rs7554429	-370325	0.381579	1.22835e-07	0.725641	0.120669
cis-independent	cMono	1	ENSG00000183726	rs35447638	198370	0.486842	1.52258e-07	0.681437	0.114388
cis-independent	cMono	1	ENSG00000127483	rs529162	-50490	0.592105	1.75096e-07	-0.858136	0.14494
cis-independent	cMono	1	ENSG00000118197	rs11581339	16197	0.453947	2.55628e-07	-0.530386	0.0911134
cis-independent	cMono	1	ENSG00000131238	rs4660159	775	0.947368	3.35598e-07	1.53843	0.267581
cis-independent	cMono	1	ENSG00000178028	rs67752000	-81915	0.256579	3.49981e-07	0.790674	0.137789
cis-independent	cMono	1	ENSG00000198890	rs1335061	-8723	0.519737	3.5705e-07	0.584905	0.102024
cis-independent	cMono	1	ENSG00000117528	rs10443195	-15854	0.486842	4.1655e-07	-0.698321	0.122679
cis-independent	cMono	1	ENSG00000169231	rs12122800	361001	0.605263	4.61576e-07	-0.768653	0.135682
cis-independent	cMono	1	ENSG00000213625	rs10493377	-7019	0.375	4.64188e-07	0.701464	0.123855
cis-independent	cMono	1	ENSG00000158825	rs3215400	9	0.546053	7.23405e-07	0.5588	0.100559
cis-independent	cMono	1	ENSG00000171735	rs77294768	15520	0.0986842	7.31109e-07	0.811041	0.146321
cis-independent	cMono	1	ENSG00000054282	rs10926975	-21555	0.289474	8.62245e-07	0.619446	0.112649
cis-independent	cMono	1	ENSG00000072694	rs72700090	-68568	0.414474	8.69808e-07	0.567528	0.103251
cis-independent	cMono	1	ENSG00000117748	rs9700058	-24464	0.388158	9.11153e-07	0.590426	0.10766
cis-independent	cMono	1	ENSG00000117395	rs17390635	4254	0.302632	1.16781e-06	0.519206	0.095834
cis-independent	cMono	1	ENSG00000143537	rs41264285	10875	0.210526	1.19224e-06	-0.808842	0.149447
cis-independent	cMono	1	ENSG00000158825	rs542589	60932	0.868421	1.22401e-06	-0.84945	0.156852
cis-independent	cMono	1	ENSG00000168528	rs1934289	8512	0.368421	1.36856e-06	-0.684576	0.127358
cis-independent	cMono	1	ENSG00000171943	rs12060031	316676	0.328947	1.69996e-06	0.626104	0.117759
cis-independent	cMono	1	ENSG00000197982	rs12745294	36670	0.697368	1.72651e-06	0.747211	0.140647
cis-independent	cMono	1	ENSG00000160781	rs2075165	-1949	0.532895	2.02385e-06	-0.830137	0.157528
cis-independent	cMono	1	ENSG00000182118	rs4543780	-1570	0.302632	2.23467e-06	-0.591813	0.112877
cis-independent	cMono	1	ENSG00000116288	rs75353960	-60899	0.151316	2.27396e-06	0.986574	0.18834
cis-independent	cMono	1	ENSG00000163866	rs6703979	-9600	0.473684	2.8589e-06	0.556725	0.107555
cis-independent	cMono	1	ENSG00000213064	rs858112	261207	0.0657895	2.97166e-06	1.46713	0.284014
cis-independent	cMono	1	ENSG00000184005	rs72196661	-8298	0.177632	3.22886e-06	0.925037	0.17986
cis-independent	cMono	1	ENSG00000159479	rs839752	74	0.381579	3.36875e-06	-0.554446	0.108047
cis-independent	cMono	1	ENSG00000173726	rs12723928	-370342	0.0723684	4.02101e-06	0.755082	0.148543
cis-independent	cMono	1	ENSG00000134256	rs9332416	7549	0.315789	4.81704e-06	-0.558793	0.111008
cis-independent	cMono	1	ENSG00000179639	rs148493553	59221	0.302632	4.84155e-06	0.571967	0.113657
cis-independent	cMono	1	ENSG00000162739	rs17371401	-106971	0.223684	4.92507e-06	-0.90052	0.179111
cis-independent	cMono	1	ENSG00000143753	rs72755912	29912	0.0592105	5.02214e-06	1.51713	0.302073
cis-independent	cMono	1	ENSG00000122481	rs933107	-27538	0.901316	5.44242e-06	-1.27466	0.254917
cis-independent	cMono	1	ENSG00000163382	rs61104051	12830	0.282895	5.90708e-06	-0.566875	0.113881
cis-independent	cMono	1	ENSG00000131778	rs2044151	-47231	0.381579	6.61992e-06	-0.543913	0.109962
cis-independent	cMono	1	ENSG00000171492	rs1215649	-7732	0.506579	6.73456e-06	0.623751	0.126223
cis-independent	cMono	1	ENSG00000078618	rs76162068	-261679	0.105263	8.70942e-06	0.62706	0.128746
cis-independent	cMono	1	ENSG00000178104	rs12124527	180014	0.605263	3.1041e-05	-0.419135	0.0928707
cis-independent	cMono	2	ENSG00000237651	rs2167564	28612	0.414474	1.8749e-16	1.12156	0.0988997
cis-independent	cMono	2	ENSG00000162994	rs17046778	-57	0.190789	4.47254e-15	1.31623	0.125714
cis-independent	cMono	2	ENSG00000138031	rs11675457	-62939	0.348684	8.55709e-13	1.04461	0.115104
cis-independent	cMono	2	ENSG00000240344	rs13412430	20554	0.223684	4.12879e-12	-1.17756	0.135879
cis-independent	cMono	2	ENSG00000135968	rs35817047	31650	0.559211	3.04347e-11	0.694126	0.0851609
cis-independent	cMono	2	ENSG00000170634	rs2111868	-11923	0.5	7.9514e-10	-0.509065	0.0696023
cis-independent	cMono	2	ENSG00000115306	rs75475627	104137	0.0921053	1.68162e-09	1.09962	0.154398
cis-independent	cMono	2	ENSG00000130414	rs11684940	-60687	0.144737	2.80792e-09	-0.858489	0.122809
cis-independent	cMono	2	ENSG00000115457	rs56018618	-13328	0.421053	3.79731e-09	0.715542	0.103507
cis-independent	cMono	2	ENSG00000125618	rs3762497	-40555	0.315789	5.98856e-09	-1.03313	0.152022
cis-independent	cMono	2	ENSG00000136717	rs11692858	3023	0.0723684	7.25929e-09	1.88165	0.278912
cis-independent	cMono	2	ENSG00000155368	rs6759748	21083	0.223684	1.03815e-08	-0.602198	0.0904978
cis-independent	cMono	2	ENSG00000115350	rs7557180	40257	0.671053	3.54849e-08	0.600272	0.0947292
cis-independent	cMono	2	ENSG00000138363	rs4535042	127	0.309211	5.09935e-08	0.740308	0.118589
cis-independent	cMono	2	ENSG00000006607	rs397722876	-6038	0.769737	5.52956e-08	0.708681	0.113907
cis-independent	cMono	2	ENSG00000138030	rs7575465	-17980	0.526316	6.23327e-08	-0.704054	0.113733
cis-independent	cMono	2	ENSG00000115232	rs1375493	1836	0.671053	7.8416e-08	-0.648283	0.105745
cis-independent	cMono	2	ENSG00000144283	rs56397811	-316012	0.519737	1.38668e-07	-0.755645	0.126325
cis-independent	cMono	2	ENSG00000173272	rs2103256	20227	0.177632	1.83864e-07	0.917789	0.155352
cis-independent	cMono	2	ENSG00000138376	rs13001462	3938	0.236842	4.60446e-07	-0.664118	0.117216
cis-independent	cMono	2	ENSG00000151690	rs9646748	28286	0.5	4.7713e-07	-0.74439	0.131603
cis-independent	cMono	2	ENSG00000124357	rs12993301	-8953	0.263158	5.08844e-07	-0.516564	0.0916016
cis-independent	cMono	2	ENSG00000168385	rs75590598	-68862	0.111842	5.40742e-07	1.12947	0.200862
cis-independent	cMono	2	ENSG00000168958	rs137902176	47496	0.171053	5.70622e-07	-1.08564	0.193559
cis-independent	cMono	2	ENSG00000123610	rs11693580	-20015	0.592105	8.26491e-07	-0.521165	0.0945816
cis-independent	cMono	2	ENSG00000119185	rs7589919	-53145	0.638158	9.15036e-07	-0.706395	0.128833
cis-independent	cMono	2	ENSG00000178623	rs2975781	21581	0.526316	1.10363e-06	0.772911	0.142265
cis-independent	cMono	2	ENSG00000115107	rs6721852	43092	0.5	1.33864e-06	-0.792568	0.147286
cis-independent	cMono	2	ENSG00000115425	rs56333786	-806522	0.414474	1.34051e-06	-0.756647	0.140621
cis-independent	cMono	2	ENSG00000018280	rs62182083	-45560	0.138158	1.64488e-06	-0.943453	0.17715
cis-independent	cMono	2	ENSG00000163521	rs35328001	-1744	0.243421	2.13104e-06	-0.964713	0.183551
cis-independent	cMono	2	ENSG00000144567	rs13015674	-47212	0.664474	2.38797e-06	-0.584293	0.111826
cis-independent	cMono	2	ENSG00000226124	rs5837706	-90927	0.625	3.49918e-06	-0.580223	0.113298
cis-independent	cMono	2	ENSG00000115896	rs700677	33106	0.394737	5.16131e-06	-0.657694	0.131149
cis-independent	cMono	3	ENSG00000180767	rs11718493	4849	0.618421	5.08174e-14	0.923597	0.094066
cis-independent	cMono	3	ENSG00000254999	rs7645667	-23	0.138158	7.58269e-14	-1.2291	0.126549
cis-independent	cMono	3	ENSG00000163421	rs7644362	-5116	0.835526	3.87e-12	-1.12229	0.129252
cis-independent	cMono	3	ENSG00000129055	rs34797591	-12350	0.236842	1.24167e-10	-0.919867	0.118087
cis-independent	cMono	3	ENSG00000173226	rs72421117	-56	0.578947	1.43079e-10	0.813161	0.104878
cis-independent	cMono	3	ENSG00000170837	rs7644362	26235	0.835526	1.01515e-09	-1.0276	0.141712
cis-independent	cMono	3	ENSG00000144815	rs140235282	-132794	0.105263	1.82763e-09	-1.23306	0.173655
cis-independent	cMono	3	ENSG00000114446	rs35689164	30733	0.335526	2.80925e-09	0.85742	0.122658
cis-independent	cMono	3	ENSG00000168038	rs6599167	430616	0.138158	3.0572e-09	1.06816	0.153281
cis-independent	cMono	3	ENSG00000114544	rs4646752	22655	0.625	3.81582e-09	0.790769	0.11441
cis-independent	cMono	3	ENSG00000178252	rs6442130	-266469	0.657895	3.93007e-09	-0.672394	0.09739
cis-independent	cMono	3	ENSG00000004534	rs11706185	10624	0.440789	4.60323e-09	-0.384047	0.0559548
cis-independent	cMono	3	ENSG00000114626	rs17497118	-57181	0.217105	4.72455e-09	0.702261	0.102418
cis-independent	cMono	3	ENSG00000114770	rs872013	-108584	0.401316	2.20857e-08	-0.524372	0.0811788
cis-independent	cMono	3	ENSG00000114648	rs10490798	4336	0.157895	3.45067e-08	-0.985816	0.155395
cis-independent	cMono	3	ENSG00000184220	rs793502	51710	0.519737	6.44078e-08	0.515201	0.0833404
cis-independent	cMono	3	ENSG00000160124	rs4315641	-33204	0.263158	1.05298e-07	0.675142	0.111525
cis-independent	cMono	3	ENSG00000114541	rs7640861	-87318	0.453947	1.98318e-07	0.437867	0.074367
cis-independent	cMono	3	ENSG00000163607	rs10934211	-13501	0.802632	5.70152e-07	0.729025	0.129973
cis-independent	cMono	3	ENSG00000163814	rs56190366	-334	0.440789	6.60704e-07	0.690656	0.123999
cis-independent	cMono	3	ENSG00000131381	rs116794200	817001	0.0723684	1.15721e-06	-1.04656	0.193085
cis-independent	cMono	3	ENSG00000177311	rs6764769	57224	0.519737	1.6581e-06	0.495191	0.0930187
cis-independent	cMono	4	ENSG00000196526	rs62290601	65202	0.381579	6.91919e-19	1.1719	0.090533
cis-independent	cMono	4	ENSG00000170448	rs2033893	-46043	0.309211	5.0787e-14	1.04523	0.106453
cis-independent	cMono	4	ENSG00000038002	rs3792607	-1971	0.546053	3.81238e-12	-0.839528	0.0966435
cis-independent	cMono	4	ENSG00000128039	rs36110240	4634	0.138158	1.54213e-10	1.20317	0.155565
cis-independent	cMono	4	ENSG00000109323	rs223492	-7018	0.322368	1.79503e-10	-0.698932	0.0908266
cis-independent	cMono	4	ENSG00000132406	rs145487408	-8807	0.434211	6.69543e-09	0.881778	0.130302
cis-independent	cMono	4	ENSG00000145214	rs13137144	87	0.440789	6.55333e-08	0.918291	0.148654
cis-independent	cMono	4	ENSG00000163993	rs10033741	18706	0.157895	7.0412e-08	-0.847884	0.137673
cis-independent	cMono	4	ENSG00000091490	rs6831024	-1236	0.592105	1.532e-07	-0.590376	0.0991289
cis-independent	cMono	4	ENSG00000151470	rs2597836	-110343	0.822368	1.57647e-07	-1.00838	0.169529
cis-independent	cMono	4	ENSG00000174780	rs6849183	-3848	0.210526	1.64055e-07	-0.818566	0.137859
cis-independent	cMono	4	ENSG00000109814	rs13101951	8678	0.618421	2.51095e-07	0.628663	0.107909
cis-independent	cMono	4	ENSG00000123737	rs12647105	-51980	0.25	4.4931e-07	0.860996	0.151791
cis-independent	cMono	4	ENSG00000138670	rs7687154	-73367	0.0592105	7.90343e-07	-0.773805	0.140128
cis-independent	cMono	4	ENSG00000151552	rs67496406	44	0.217105	9.44016e-07	-0.898238	0.16407
cis-independent	cMono	4	ENSG00000178177	rs77415466	817023	0.0723684	2.10769e-06	-1.05652	0.200904
cis-independent	cMono	4	ENSG00000145349	rs73845745	303817	0.171053	2.24842e-06	0.653221	0.124629
cis-independent	cMono	5	ENSG00000164308	rs2927608	40227	0.434211	3.09819e-20	1.37466	0.0990597
cis-independent	cMono	5	ENSG00000113504	rs35188965	-7241	0.578947	1.91e-14	-0.930591	0.0923253
cis-independent	cMono	5	ENSG00000138829	rs78401029	-9503	0.131579	2.20162e-12	1.43895	0.162975
cis-independent	cMono	5	ENSG00000155542	rs832402	60080	0.164474	1.24726e-11	-1.2953	0.154561
cis-independent	cMono	5	ENSG00000196743	rs72794132	27281	0.197368	2.47894e-11	0.867732	0.105775
cis-independent	cMono	5	ENSG00000146066	rs66724867	-1150	0.105263	5.11688e-11	-1.22467	0.152755
cis-independent	cMono	5	ENSG00000164300	rs11950944	-128850	0.611842	6.7221e-11	0.620354	0.0780598
cis-independent	cMono	5	ENSG00000154153	rs6895126	123953	0.230263	1.08611e-10	1.10852	0.141681
cis-independent	cMono	5	ENSG00000189127	rs863214	118614	0.263158	3.04907e-10	-0.931985	0.123287
cis-independent	cMono	5	ENSG00000228716	rs13185915	-45392	0.263158	5.21378e-10	-0.890077	0.119924
cis-independent	cMono	5	ENSG00000171421	rs13187162	-87	0.842105	2.98991e-09	-0.974479	0.139724
cis-independent	cMono	5	ENSG00000164307	rs469367	-20749	0.776316	4.24039e-09	-0.956071	0.138871
cis-independent	cMono	5	ENSG00000113448	rs59518781	337649	0.348684	5.96766e-09	0.527842	0.0776604
cis-independent	cMono	5	ENSG00000087206	rs35977534	-98179	0.467105	1.13056e-08	-0.733282	0.110562
cis-independent	cMono	5	ENSG00000113318	rs836788	-38428	0.375	1.39203e-08	0.902666	0.137211
cis-independent	cMono	5	ENSG00000027847	rs1963011	17170	0.434211	4.76985e-08	-0.719844	0.114992
cis-independent	cMono	5	ENSG00000123643	rs3832373	54472	0.381579	7.07905e-08	-0.70918	0.115177
cis-independent	cMono	5	ENSG00000171617	rs60248850	10709	0.138158	9.70189e-08	1.10683	0.182191
cis-independent	cMono	5	ENSG00000164346	rs58864890	-18212	0.105263	1.90777e-07	0.872075	0.147857
cis-independent	cMono	5	ENSG00000198961	rs11241005	-101425	0.355263	2.70743e-07	0.532134	0.091652
cis-independent	cMono	5	ENSG00000123213	rs2548787	-36	0.289474	2.79217e-07	0.79237	0.136665
cis-independent	cMono	5	ENSG00000164403	rs201172644	10950	0.171053	3.60895e-07	-1.02352	0.178618
cis-independent	cMono	5	ENSG00000213523	rs2569177	61448	0.342105	3.79839e-07	-0.664441	0.116229
cis-independent	cMono	5	ENSG00000152348	rs224807	418779	0.657895	4.32964e-07	-0.730405	0.128546
cis-independent	cMono	5	ENSG00000152380	rs1650742	207094	0.309211	5.43256e-07	-0.760596	0.135292
cis-independent	cMono	5	ENSG00000013561	rs644683	41610	0.901316	9.85873e-07	-0.867433	0.15878
cis-independent	cMono	5	ENSG00000152409	rs2364596	-97664	0.342105	1.05025e-06	0.620621	0.113955
cis-independent	cMono	5	ENSG00000131495	rs2878996	93833	0.361842	1.06163e-06	0.692855	0.127286
cis-independent	cMono	5	ENSG00000151883	rs6897477	-62637	0.157895	1.10203e-06	0.593196	0.109178
cis-independent	cMono	5	ENSG00000155506	rs7734591	23053	0.532895	1.47422e-06	-0.623198	0.116372
cis-independent	cMono	5	ENSG00000113643	rs765318004	-341932	0.0723684	1.70896e-06	-0.812656	0.152886
cis-independent	cMono	5	ENSG00000145703	rs4479826	3828	0.421053	2.50464e-06	0.614486	0.117896
cis-independent	cMono	5	ENSG00000113734	rs251254	-92218	0.717105	3.50393e-06	-0.617166	0.120521
cis-independent	cMono	5	ENSG00000113552	rs7730740	113	0.171053	3.68027e-06	0.829366	0.162384
cis-independent	cMono	5	ENSG00000145882	rs353259	34234	0.447368	3.70491e-06	0.660381	0.129344
cis-independent	cMono	5	ENSG00000164405	rs6863439	372658	0.710526	3.86259e-06	0.549104	0.107789
cis-independent	cMono	5	ENSG00000133302	rs10476612	-43417	0.276316	3.88368e-06	0.631254	0.123952
cis-independent	cMono	6	ENSG00000237541	rs9271589	-118041	0.315789	1.61038e-15	1.05056	0.0977473
cis-independent	cMono	6	ENSG00000186470	rs34605993	88975	0.125	4.03105e-14	-1.42089	0.143812
cis-independent	cMono	6	ENSG00000179344	rs9274639	1730	0.697368	6.42884e-14	-0.789428	0.0809155
cis-independent	cMono	6	ENSG00000198502	rs796514211	63746	0.5	6.58083e-14	-0.651953	0.066867
cis-independent	cMono	6	ENSG00000204525	rs2249741	3268	0.486842	1.52886e-13	0.884672	0.0928584
cis-independent	cMono	6	ENSG00000066379	rs139093747	-78087	0.0855263	2.75145e-12	1.29011	0.147082
cis-independent	cMono	6	ENSG00000124588	rs2518581	21722	0.776316	4.5568e-12	-1.01627	0.117134
cis-independent	cMono	6	ENSG00000124570	rs1980652	-9407	0.657895	1.10509e-11	0.846219	0.1006
cis-independent	cMono	6	ENSG00000232629	rs3104367	-127781	0.592105	1.40508e-11	1.07578	0.12884
cis-independent	cMono	6	ENSG00000111846	rs509227	43134	0.546053	8.01879e-11	-0.83326	0.105451
cis-independent	cMono	6	ENSG00000112299	rs2300077	-4703	0.355263	1.70528e-10	0.856515	0.111115
cis-independent	cMono	6	ENSG00000198818	rs9366005	-25568	0.743421	2.18788e-10	0.764454	0.1
cis-independent	cMono	6	ENSG00000124587	rs4714638	-29903	0.460526	2.4045e-10	0.851395	0.111727
cis-independent	cMono	6	ENSG00000111906	rs1040803	-407	0.467105	3.34598e-10	-0.859694	0.114083
cis-independent	cMono	6	ENSG00000274618	rs2183948	-60290	0.164474	7.21117e-10	1.00085	0.136375
cis-independent	cMono	6	ENSG00000180992	rs2396165	-31973	0.447368	9.126e-10	-0.891337	0.12246
cis-independent	cMono	6	ENSG00000124532	rs6925475	51542	0.177632	1.5021e-09	1.09292	0.152837
cis-independent	cMono	6	ENSG00000124588	rs9378755	12756	0.25	2.57387e-09	-0.670305	0.0953003
cis-independent	cMono	6	ENSG00000112303	rs6937989	-7168	0.322368	1.17368e-08	-0.69647	0.105165
cis-independent	cMono	6	ENSG00000112305	rs781977	-4256	0.5	2.12828e-08	0.705715	0.109091
cis-independent	cMono	6	ENSG00000030110	rs511515	-6547	0.717105	3.542e-08	-0.698871	0.110281
cis-independent	cMono	6	ENSG00000204520	rs9394070	-1267	0.0723684	5.00725e-08	1.70589	0.273058
cis-independent	cMono	6	ENSG00000096433	rs10947417	11616	0.289474	6.57153e-08	0.857113	0.138767
cis-independent	cMono	6	ENSG00000146085	rs9473553	-34990	0.381579	7.2015e-08	0.621148	0.100953
cis-independent	cMono	6	ENSG00000196735	rs9272220	6349	0.256579	8.27203e-08	-0.541179	0.0884755
cis-independent	cMono	6	ENSG00000175048	rs9456351	56836	0.342105	1.13447e-07	-0.607458	0.100668
cis-independent	cMono	6	ENSG00000203797	rs9374176	481	0.440789	1.31058e-07	0.708246	0.11811
cis-independent	cMono	6	ENSG00000112514	rs80193650	78542	0.144737	1.6215e-07	-0.545906	0.0918917
cis-independent	cMono	6	ENSG00000279170	rs4448102	-42684	0.710526	1.76537e-07	-0.909664	0.1537
cis-independent	cMono	6	ENSG00000137411	rs2535327	-55079	0.309211	2.49572e-07	0.761017	0.130591
cis-independent	cMono	6	ENSG00000234745	rs2523580	-6545	0.322368	3.11556e-07	-0.54855	0.0950855
cis-independent	cMono	6	ENSG00000206503	rs9260562	12803	0.513158	4.30476e-07	0.634129	0.111572
cis-independent	cMono	6	ENSG00000172469	rs4435952	-29901	0.539474	6.48641e-07	-0.56357	0.101093
cis-independent	cMono	6	ENSG00000122335	rs7756922	-14403	0.453947	8.12458e-07	0.735491	0.133367
cis-independent	cMono	6	ENSG00000231500	rs17215231	16	0.0657895	1.1831e-06	-0.786101	0.14519
cis-independent	cMono	6	ENSG00000188820	rs117361304	1085	0.0855263	1.36391e-06	-1.11175	0.206795
cis-independent	cMono	6	ENSG00000001084	rs34477485	69668	0.157895	2.09817e-06	-1.14459	0.217601
cis-independent	cMono	6	ENSG00000111860	rs6929592	103623	0.572368	2.28091e-06	0.486703	0.0929275
cis-independent	cMono	6	ENSG00000031691	rs62411911	-83056	0.381579	2.37443e-06	-0.686444	0.131337
cis-independent	cMono	6	ENSG00000146386	rs12196247	299	0.256579	2.50295e-06	-0.664206	0.127431
cis-independent	cMono	6	ENSG00000004809	rs2494528	64627	0.355263	2.87075e-06	-0.649645	0.125534
cis-independent	cMono	7	ENSG00000106565	rs4554383	-40133	0.736842	5.63761e-22	-1.52822	0.100116
cis-independent	cMono	7	ENSG00000002933	rs4554383	-40184	0.736842	7.5268e-19	-1.55161	0.120097
cis-independent	cMono	7	ENSG00000146733	rs6972291	-317079	0.177632	1.70942e-18	1.55297	0.122484
cis-independent	cMono	7	ENSG00000153814	rs2158799	245431	0.585526	2.05661e-15	-0.933896	0.0874353
cis-independent	cMono	7	ENSG00000158457	rs12667978	-7301	0.513158	2.82708e-14	-0.86815	0.0870351
cis-independent	cMono	7	ENSG00000106077	rs13233747	-3810	0.348684	1.81076e-11	-1.09037	0.131617
cis-independent	cMono	7	ENSG00000146574	rs9691768	50041	0.394737	8.77124e-11	-0.871648	0.110631
cis-independent	cMono	7	ENSG00000122779	rs1973326	-265626	0.677632	1.45095e-10	-0.776578	0.100206
cis-independent	cMono	7	ENSG00000196683	rs2240727	-9957	0.309211	2.4862e-10	-0.662862	0.087084
cis-independent	cMono	7	ENSG00000106153	rs148497790	-71557	0.236842	2.58781e-10	-0.81843	0.107305
cis-independent	cMono	7	ENSG00000050344	rs916964	-45756	0.184211	4.46569e-10	-0.984984	0.132005
cis-independent	cMono	7	ENSG00000146707	rs146021635	-76839	0.197368	8.68423e-10	1.14513	0.157054
cis-independent	cMono	7	ENSG00000127952	rs7777399	-58525	0.927632	1.99158e-09	-1.8059	0.255122
cis-independent	cMono	7	ENSG00000106069	rs245881	412	0.703947	3.05641e-09	0.623384	0.089455
cis-independent	cMono	7	ENSG00000106683	rs413239	51365	0.710526	5.50578e-09	0.724106	0.106213
cis-independent	cMono	7	ENSG00000136240	rs6796	-21455	0.296053	1.10434e-08	-0.613933	0.0924826
cis-independent	cMono	7	ENSG00000277149	rs72608588	-76049	0.736842	2.30085e-08	-0.924278	0.143324
cis-independent	cMono	7	ENSG00000146859	rs3778772	10053	0.467105	3.29717e-08	-0.526251	0.0827991
cis-independent	cMono	7	ENSG00000136238	rs836550	26278	0.388158	4.29834e-08	0.637164	0.101346
cis-independent	cMono	7	ENSG00000106330	rs11768465	-11340	0.289474	6.2821e-08	-0.754324	0.121894
cis-independent	cMono	7	ENSG00000106605	rs4507658	-130494	0.447368	6.55455e-08	0.503808	0.0815576
cis-independent	cMono	7	ENSG00000157240	rs1429535	62211	0.789474	1.42119e-07	0.936959	0.156805
cis-independent	cMono	7	ENSG00000128604	rs13242262	13852	0.677632	1.70536e-07	0.804418	0.135709
cis-independent	cMono	7	ENSG00000187037	rs2717931	39764	0.282895	3.28948e-07	-0.798598	0.138774
cis-independent	cMono	7	ENSG00000090266	rs4726882	-174020	0.519737	3.69322e-07	-0.810986	0.141679
cis-independent	cMono	7	ENSG00000128534	rs138046780	138243	0.342105	8.57639e-07	0.630841	0.114691
cis-independent	cMono	7	ENSG00000071462	rs10479665	10996	0.940789	9.08339e-07	-1.02886	0.187578
cis-independent	cMono	7	ENSG00000106153	rs1894834	2896	0.763158	1.28219e-06	-0.522151	0.0966391
cis-independent	cMono	7	ENSG00000164713	rs6947208	30512	0.486842	1.28366e-06	-0.643821	0.119394
cis-independent	cMono	7	ENSG00000004864	rs7797308	-48719	0.644737	1.40683e-06	-0.485481	0.0904435
cis-independent	cMono	7	ENSG00000205356	rs17147641	224683	0.0986842	1.42511e-06	0.740419	0.138027
cis-independent	cMono	7	ENSG00000158623	rs11766462	-7117	0.842105	1.70882e-06	0.860247	0.161839
cis-independent	cMono	7	ENSG00000196411	rs2293769	-80380	0.381579	1.78024e-06	0.612533	0.115476
cis-independent	cMono	7	ENSG00000106565	rs741064	3288	0.822368	2.11857e-06	-0.589226	0.111869
cis-independent	cMono	7	ENSG00000171115	rs11980970	809529	0.309211	2.42697e-06	0.30168	0.0577861
cis-independent	cMono	7	ENSG00000122674	rs9691768	948258	0.394737	2.99805e-06	0.596904	0.115606
cis-independent	cMono	7	ENSG00000085662	rs17660462	-10233	0.269737	3.2899e-06	0.626445	0.121924
cis-independent	cMono	7	ENSG00000106034	rs12706305	37897	0.493421	4.15065e-06	0.44538	0.0877669
cis-independent	cMono	7	ENSG00000136193	rs10271558	-219719	0.0789474	4.83693e-06	-1.348	0.267848
cis-independent	cMono	7	ENSG00000106049	rs11977841	188175	0.486842	6.15451e-06	0.619436	0.124723
cis-independent	cMono	7	ENSG00000196715	rs4416724	-355271	0.125	2.05667e-05	0.791785	0.171011
cis-independent	cMono	8	ENSG00000104427	rs6982937	-23100	0.789474	7.04744e-14	0.870971	0.0894971
cis-independent	cMono	8	ENSG00000147813	rs9657360	19368	0.769737	2.00239e-11	1.15981	0.140439
cis-independent	cMono	8	ENSG00000176209	rs2923403	51449	0.572368	5.46818e-11	-0.731819	0.0914754
cis-independent	cMono	8	ENSG00000161016	rs2954658	1524	0.539474	1.24366e-10	-0.636706	0.081741
cis-independent	cMono	8	ENSG00000183665	rs3812474	36	0.453947	9.25035e-09	0.661439	0.0989586
cis-independent	cMono	8	ENSG00000071894	rs10096524	9686	0.638158	2.73305e-08	0.752578	0.117511
cis-independent	cMono	8	ENSG00000147419	rs13280942	-27678	0.381579	3.28713e-08	0.813388	0.127961
cis-independent	cMono	8	ENSG00000129295	rs4625013	27560	0.407895	4.05017e-08	-0.892117	0.141552
cis-independent	cMono	8	ENSG00000147408	rs7835354	104142	0.559211	4.06322e-08	0.870607	0.138157
cis-independent	cMono	8	ENSG00000172728	rs74932911	-42956	0.546053	6.12518e-08	-0.853801	0.137822
cis-independent	cMono	8	ENSG00000157168	rs2466077	936012	0.546053	2.29965e-07	0.618364	0.105721
cis-independent	cMono	8	ENSG00000136960	rs4520196	-50677	0.460526	4.69457e-07	-0.711398	0.125675
cis-independent	cMono	8	ENSG00000104361	rs10103296	-1661	0.0789474	5.38697e-07	-1.27052	0.225905
cis-independent	cMono	8	ENSG00000120963	rs3104313	-489179	0.0657895	5.88408e-07	0.816396	0.145767
cis-independent	cMono	8	ENSG00000104763	rs378892	-48524	0.671053	7.81001e-07	-0.584565	0.105798
cis-independent	cMono	8	ENSG00000196378	rs2978398	117623	0.453947	1.21804e-06	-0.73696	0.136311
cis-independent	cMono	8	ENSG00000120899	rs28834970	26121	0.315789	1.74714e-06	0.562437	0.105931
cis-independent	cMono	8	ENSG00000147804	rs2928381	150	0.914474	4.49518e-06	1.1492	0.22744
cis-independent	cMono	8	ENSG00000137574	rs6992029	-75029	0.105263	5.08164e-06	-0.848574	0.169068
cis-independent	cMono	9	ENSG00000172785	rs3008143	14680	0.539474	1.4269e-24	-1.31302	0.076651
cis-independent	cMono	9	ENSG00000137106	rs10973326	-3167	0.355263	1.5039e-21	1.35169	0.091212
cis-independent	cMono	9	ENSG00000197355	rs11267354	-4068	0.394737	3.07683e-16	-1.08937	0.0972406
cis-independent	cMono	9	ENSG00000106733	rs11144225	4193	0.394737	1.43741e-14	-0.95766	0.0942986
cis-independent	cMono	9	ENSG00000164978	rs10814074	-164305	0.177632	6.23567e-14	1.19202	0.121483
cis-independent	cMono	9	ENSG00000106772	rs591411	6419	0.776316	1.07939e-13	-1.29516	0.134646
cis-independent	cMono	9	ENSG00000186193	rs4880202	30218	0.401316	2.23982e-12	-0.911591	0.103298
cis-independent	cMono	9	ENSG00000155158	rs677622	-4602	0.835526	5.56867e-11	-1.17944	0.147513
